rank	title	price	publisher	category	description	download	inAppProducts	lastUpdate	size	rate
2016-06-28	1	마인크래프트 Minecraft: Pocket Ed.	8429	Mojang	아케이드	최신 무료 업데이트에는 피스톤 정글 사원 텍스처 팩 Xbox Live 지원 (도전 과제 포함) 그리고 새로운 서비스인 Realms가 포함되어 있습니다! Realms는 크로스 플랫폼상의 친구들과 언제 어디서든 존재하는 월드에서 플레이할 수 있는 가장 쉬운 방법입니다. 오늘 앱에서 무료 30일 체험판을 사용해 보세요. 더 자세히 알아보려면 http://minecraft.net/realms를 방문하세요.무작위로 생성된 월드를 탐험하고 간단한 집에서부터 웅장한 성까지 환상적인 것들을 만들어 보세요. 자원이 무제한인 크리에이티브 모드를 플레이하거나 서바이벌 모드에서 깊은 광산을 탐험하고 무기와 방어구를 만들어 위험한 몬스터들을 무찌르세요.혼자 또는 친구들과 함께 모바일 기기나 Windows 10에서 만들고 건설하고 탐험하세요.	10 000 000 - 50 000 000	항목당 가격 ₩999 ~ ₩9 354	2016년 6월 26일	기기에 따라 다릅니다.	4.5
2016-06-28	2	모두의알피지	1000	BroGames	롤플레잉	★ 보고만있어도 알아서 사냥하는 정말 편한 방치형 RPG 업그레이드 버전입니다.★ 이벤트: 유료 전체 2위 기념! 설치 시 보석 10 000개와 전설 무기 아이템들을 지급합니다~★★ 이벤트 아이템들은 게임에서 인벤토리 메뉴의 선물함 아이콘을 터치하면 확인과 수령을 할 수 있습니다.^^★★ 공식 카페를 방문하시고 무료 프로모션 코드와 다양한 정보를 얻으세요!★ http://cafe.naver.com/everyonerpg★★ 게임 이용 중 업데이트 메시지가 표시되면 수동으로 업데이트를 해주셔야하며 구글 플레이→내 앱/게임 목록→ '모두의알피지' 게임 업데이트를 실행해주세요.★ 새로운 사용자(가입일 경과 14일 미만) 전용 PvP 래더 시스템이 추가되었습니다. 편안하게 도전하시고 각종 보상을 받으세요.★ 한손 터치만으로도 간편한 조작감 제공★ 다양한 동료들을 고용하고 자신만의 팀을 만들고 대형을 만들어서 전투를 즐기세요.★ 스테이지를 클리어해서 얻은 다양한 보상으로 캐릭터의 스탯과 스킬 아이템을 업그레이드해보세요.★ 새로운 스테이지 클리어 시 얻는 유닛스탯 +1은 탱커형의 경우 체력에 추가되고 딜러형은 공격력에 추가되는 스탯입니다.★ 룬과 장비는 최대 20레벨까지 강화 가능!(주의: 15 레벨부터 강화 실패 시 아이템 파괴)★ 아이템 합성을 통해 룬과 장비를 상위 아이템으로 업그레이드 해보세요.★ 아이템 강화 합성 재료를 매 시간마다 얻을 수 있습니다.★ 시즌 래더 및 다양한 PvP 대결을 통해 다른 유저들과 겨뤄보세요.★ 스킬 자동 On/Off 설정은 스킬 아이콘을 길게 누루면 됩니다.★ 기기 이전 및 문의 사항은 게임내 설정 메뉴를 확인해주세요.★ 기기 이전은 동일한 구글 계정으로 게임에 로그인한 기록있어야 이전 가능합니다.★ 시스템의 버그를 악용한 사용자는 경고 조취없이 계정 블럭 처리 됩니다.★ 녹스 안드로이드 앱 플레이어 는 지원하지 않습니다. 녹스 를 이용한 문제 발생 시 불이익이 있을 수 있음을 알려드립니다.★ 가벼운 마음으로 즐겨주시면 감사하겠습니다.^^----개발자 연락처 :+821024948125	5 000 - 10 000	항목당 가격 ₩1 000 ~ ₩99 000	2016년 6월 28일	69M	4.8
2016-06-28	3	미래의 여친님이 나에게 인사를 건네왔다	3000	tales#	캐주얼 게임	.#. 중요 - 첫 실행시 저사양폰에서 검은 화면상태로 1~2분정도 지연이 있을 수 있습니다. 조금만 기다려주세요.*. 본 게임은 이야기와 그림 연출을 중심으로 전개되는 컨텐츠입니다. 이부분 착오없으시길 바랍니다.1. 기본설명1) 이 게임은 글과 그림 목소리로 즐기는 남성향 '비주얼 노블'입니다.2) 제 1회 비주얼 노블 공모전 입선작3) 연애 주제 상큼한 느낌입니다. 플레이타임은 5~6시간 정도입니다.4) 시나리오 래영 / 총연출 Zad / CG pokan / 유린 C.V. 윤아영2. 스토리혼자였던 나에게낯선 소녀는 갑자기 인사를 건네왔다. 안녕하세요! 미래에서 그쪽의 여친이 되는 사람입니다! '자칭'미래여친과 함께하는사흘 간의 달콤한 이야기3. Staff시나리오:래영총연출:ZadCG:pokan프로듀스:정해권BGM:연울 마늘햄PV·UI:MDD특수효과:QQUACK배경:studio NOVA음성연출 : Lielle편집 : 냐미아빠성우 Cast유린 - C.V:윤아영캐스팅 & 연출:이산화PV Vocal / 「 내일의 너에게로 」작곡:연울작사:딱정벌레보컬:Riri4. 참고사항*. 설치후 추가 다운로드가 70MB정도존재합니다. SD카드(내부)에 충분한 용량을 확보하세요.*. 최소사양 : 안드로이드 2.3이상 권장사양 : 갤럭시 노트1 이상----개발자 연락처 :인천광역시 부평구 부평1동 185-46 네쌍스 오피스텔 104호070-4249-0369	1 000 - 5 000	NA	2016년 6월 23일	29M	4.9
2016-06-28	4	Star Knight	1000	LeftRight	액션	게임은 어려워야 제맛! 무의미한 자동사냥에 지친 다면 당신은 스타나이트 체질!공식카페 http://cafe.naver.com/starknightlnr아름다운 그래픽에 모험과 액션의 환상의 조화. 고난도 액션 플렛포머 게임 Star Knight 에 지금 바로 도전해보세요!평화롭던 가온별에 들이닥친 수많은 몬스터들. 그리고 암흑용 니드호그에게 빼앗겨 버린 태양.역경들을 극복하고 기사 '나로'는 평화를 얻을 수 있을것인가...# 배경이 다른 아름다운 스테이지들을 클리어하세요!- 다양한 지형과 특이한 장애물들이 설치된 스테이지들을 많은 재도전으로 목표지점까지 도달해보세요.- 갈수록 점점 강해지고 다양한 적을 물리쳐보세요. 손에 착 감기는 타격감이 최고!- 특이하고 강력한 패턴의 보스를 이겨보세요. 보상도 두둑히~# 수집하고 성장하세요!- 획득한 코인으로 더 강력한 무기를 가져보세요! 좋은 칼은 더 많은 스킬도 장착 할 수 있어요.- 룬을 모아서 더 강력하고 화려한 스킬을 획득해 보세요.- 숨겨져 있는 아이템과 보석상자를 찾아보세요. 캐릭터가 점점 강해져요!# 싸워서 경쟁하는 아레나모드!- 복잡한 장애물이 없는 아레나모드에서 적들과 마음껏 싸워보세요! 코인도 두둑히 획득하세요!- 웨이브로 계속해서 나오는 적들속에서 최대한 오래살아 남아서 다른 플레이어들과 경쟁해 보세요!----개발자 연락처 :전화번호 : 010-9362-3757	50 000 - 100 000	항목당 가격 ₩1 000 ~ ₩9 000	2016년 6월 2일	75M	4.4
2016-06-28	5	The Room Two	2500	Fireproof Games	퍼즐	NOTE: If playing on a Tab3 you'll need the Android 4.4 update installed to run the game.Welcome to The Room Two a physical puzzler wrapped in a mystery game inside a beautifully tactile 3D world.The much anticipated sequel to ‘The Room’ recipient of a BAFTA award is here at last.Follow a trail of cryptic letters from an enigmatic scientist known only as AS into a compelling world of mystery and exploration.*******************************************************************************************************************“An intricately woven work of fiction perfectly suited to its format this is the sort of game that it's worth sitting in the dark for.” - Pocketgamer“A gorgeous-looking game offering larger locations with multiple interactive areas and puzzles. A perfect game for a cold winter's night.” – Eurogamer“Leaves you thinking about how to solve its puzzles even when not playing; a sign of a classy game which this most definitely is.” – 148Apps“A superb sequel with stunning visuals the level of complexity on display here is quite astounding. The Room Two should be on top of your gaming list.” - GSM Arena“An exceptionally good puzzle game; if you liked The Room be sure to download the sequel” – PadGadget“An incredibly compelling experience with clever puzzles gorgeous visuals and a spooky atmosphere; absolutely brimming with new ideas.” – The Verge*******************************************************************************************************************PICK-UP-AND-PLAY DESIGNEasy to start hard to put down an entrancing mix of intriguing puzzles with a simple user interfaceINNOVATIVE TOUCH CONTROLSA tactile experience so natural you can almost feel the surface of each objectREALISTIC 3D LOCATIONSImmerse yourself in a variety of stunning environments which will challenge your puzzle solving prowess.DETAILED 3D OBJECTSPore over the intricate details of dozens of artifacts in search of their hidden secrets.UNNERVING AUDIOA haunting soundtrack and dynamic sound effects create a soundscape that reacts to your play.CLOUD SAVING NOW SUPPORTEDShare your progress between multiple devices and unlock the all-new achievements.MULTI LANGUAGE SUPPORTAvailable in English French Italian German Spanish & Brazilian Portuguese.*******************************************************************************************************************Fireproof Games is a small independent studio based in Guildford in the United Kingdom.Find out more at fireproofgames.comFollow us @Fireproof_Games참고 : tab3에에서 재생하는 경우 당신은 게임을 실행하기 위해 설치 안드로이드 4.4 업데이트가 필요합니다.룸 2 개의 아름답게 촉각 3D 세계 안에 미스터리 게임에 싸여 물리 퍼즐에 오신 것을 환영합니다.BAFTA 상을 '룸' 받는 사람에게 많은 기대 속편 마침내 여기에있다.만로 알려진 수수께끼의 과학자에서 암호 같은 문자의 흔적을 따라 있는 그대로 신비 탐사의 매력적인 세계로.******************************************************************************************************************* 의 형식으로 매우 적합 소설의 복잡하게 짠 작업 이건의 어둠 속에서 앉아 가치가 게임의 일종이다. - Pocketgamer 화려한 보이는 게임은 상호 작용하는 다중 영역과 퍼즐 큰 위치를 제공합니다. 추운 겨울의 밤을위한 완벽한 게임. - Eurogamer 당신도 재생하지 않을 때 그 퍼즐을 해결하는 방법에 대해 생각 잎; 이 가장 확실히 고급 게임의​​ 서명. - 148Apps 멋진 비주얼과 뛰어난 속편 디스플레이에 복잡성의 수준은 여기에 매우 놀라운 것입니다. 룸 2 개의 당신의 게임 목록의 상단에 있어야합니다. - GSM 아레나 매우 좋은 퍼즐 게임 당신이 방을 좋아하는 경우 속편 을 다운로드해야합니다 - PadGadget영리한 퍼즐 화려한 비주얼 그리고 짜증 분위기 믿을 수 없을만큼 뛰어난 경험; 절대적으로 새로운 아이디어 넘치는. - 직전을*******************************************************************************************************************PICK-UP-AND-PLAY 디자인간단한 사용자 인터페이스와 함께 흥미로운 퍼즐의 황홀 믹스를 넣어 시작하기 쉬운 하드혁신적인 터치 컨트롤그래서 자연 촉각 경험은 거의 각 개체의 표면을 느낄 수 있습니다사실적인 3D LOCATIONS퍼즐 해결 무용에 도전합니다 멋진 다양한 환​​경에 빠져.상세한 3D 객체자신의 숨겨진 비밀을 찾아 유물 수십의 복잡한 세부 사항을 통해 기공.부담스러워 AUDIO잊혀지지 않는 사운드 트랙과 역동적 인 사운드 효과를 당신의 플레이에 반응하는 사운드 스케이프를 만들 수 있습니다.CLOUD 절약이 지원여러 장치 사이의 진행 상황을 공유하고 모두 새로운 성과의 잠금을 해제.MULTI 언어 지원영어 프랑스어 독일어 이탈리아어 스페인어 및 포르투갈어 (브라질)에서 사용할 수 있습니다.*******************************************************************************************************************내화성이 게임은 영국 길 포드에 본사를 둔 작은 독립 스튜디오입니다.fireproofgames.com에서 자세한 내용을 알아보십시오우리를 따르 @Fireproof_Games	500 000 - 1 000 000	NA	2015년 9월 15일	286M	4.9
2016-06-28	6	Geometry Dash	2256	RobTop Games	아케이드	Jump and fly your way through danger in this rhythm-based action platformer!Prepare for a near impossible challenge in the world of Geometry Dash. Push your skills to the limit as you jump fly and flip your way through dangerous passages and spiky obstacles.Simple one touch game play with lots of levels that will keep you entertained for hours!Game Features• Rhythm-based Action Platforming!• Lots of levels with unique soundtracks!• Build and share your own levels using the level editor!• Unlock new icons and colors to customize your character!• Fly rockets flip gravity and much more!• Use practice mode to sharpen your skills!• Lots of achievements and rewards!• No in-app purchases!• Challenge yourself with the near impossible!Contact: support@robtopgames.com이동이 리듬 기반의 액션 플랫 포머에 위험을 통해 귀하의 방법을 비행!형상 대쉬의 세계에서 거의 불가능한 도전을 준비합니다. 당신이 점프 비행 위험한 통로 뾰족한 장애물을 통해 귀하의 방법을 플립으로 한계에 기술을 밀어 넣습니다.당신이 시간 동안 즐겁게 해드릴 것입니다 수준의 많은 간단한 원터치 게임 플레이!게임 특징• 액션 플랫 포밍을 리듬 기반!• 고유의 사운드 트랙 레벨 많이!• 구축 및 레벨 에디터를 사용하여 자신의 수준을 공유!• 당신의 성격을 정의하는 새로운 아이콘과 색상을 잠금 해제!• 로켓 플립 중력과 훨씬 더 플라이!• 기술을 선명하게하는 연습 모드를 사용합니다!• 성과와 보상의 제비!• 없음 - 애플 리케이션 구매!• 가까운 불가능 자신을 도전!연락처 : support@robtopgames.com	1 000 000 - 5 000 000	NA	2015년 9월 29일	48M	4.8
2016-06-28	7	지겨워하지마: VIP	1000	CANDY SOFT INC	롤플레잉	★ VIP 모드 특별 혜택! ★1. 소울오브 획득량이 +20% 영구 증가합니다. (플레이하는 만큼 무한 이득!)2. 노가다 던전의 최대 획득가능 다이아가 50만큼 영구 증가합니다. (매일 500원 이득!) (150개 → 200개)3. PVP 매일 무료입장횟수가 +5회 영구 증가합니다. (매일 500원 이득!) (5회 → 10회)무료버전을 이용하시고자 하는 분들은 여기를 이용해 주세요!https://goo.gl/yUPbXr★ 한국 구글 play추천 메인 게임선정! (2016년 6월) ★★ 전세계 100개국 구글 play추천 게임선정! (2016년 1월) ★★ 국민게임각! 40만명이 선택한 재미보장! 고퀄리티 인디게임!★ 이런분들께 추천드립니다!- 직장에서 일하면서 게임하고 싶으신 분!- 공부하면서 게임도 하고 싶으신 분!- 요즘 할게임 없으신 분들께 강추드립니다!- 일단 받아보세요~!★ 게임 특징 ★1. 간단한 터치만으로 즐길 수 있는 방치형 노가다 영웅 키우기 RPG!2. 타격감 높은 자동전투와 스킬!3. 시간제한 보스 몬스터와의 짜릿한 전투!4. 각성하고 또 각성하라! 끊임없이 강해지는 영웅의 무한 진화와 파워업!5. 누구보다 더 빨리! 더 멀리! 마계정복 랭킹 시스템!6. 수십종의 악마(펫)를 소환 수집 육성하고 부려먹자! 전투에 투입하고 아르바이트로 자동채집 시키자!7. 귀엽고 깜찍하고 개성넘치는 인기 애니메이션풍의 2D 그래픽!8. 삼국지 천하통일의 짜릿함에 맞먹는 마계정복!9. 누가 가장 강한가! 모든 아군 소환수와 함께 진행하는 월드보스 거대 드래곤과의 레이드 던전!10. 매일 캐시가 쏟아지고 게임머니도 팍팍 얻을 수 있는 방치형 효율 극대화 노가다 던전! >_11. RPG의 꽃은 PVP! 누가 마계에서 제일 강한지 겨뤄봅시다!★ 인디게임 개발사에겐 좋은 평점과 Google+1 이 정말 큰 힘이 됩니다!★ 주변 친구들에게 많이 소개부탁드립니다!★ 페이스북 페이지: https://www.facebook.com/candysoft.games★ 공식 까페: http://cafe.naver.com/armpithero----개발자 연락처 :주소: 서울시 구로구 공원로 47문의: candysoft.cs@gmail.com	5 000 - 10 000	항목당 가격 ₩2 000 ~ ₩100 000	2016년 6월 24일	41M	4.6
2016-06-28	8	Grand Theft Auto: Vice City	3400	Rockstar Games	아케이드	Vice City에 어서 오십시오. 1980년대에 오신 걸 환영합니다.1980년대의 미국은 한껏 부풀린 머리와 파스텔 색조의 다소 과도한 옷차림이 유행했습니다. 여기에 한 남자가 나타나 범죄 조직의 우두머리로 성장해 갑니다. Vice City는 해변에서 습지대에 이르기까지 광활하게 뻗어 있으며 화려한 중심가에서 낡은 슬럼가까지 다양하게 표현되어 당시에는 이제껏 디지털로 구현된 도시 중 가장 완벽하게 살아 있는 모습을 구현해냈습니다. 여기에 오픈 월드 게임 플레이와 드라마틱한 캐릭터의 이야기가 결합하여 플레이어에게 생동감 있는 기쁨과 좌절을 안겨다 주며 플레이어가 원하는 대로 도시를 장악할 수도 있습니다.10주년을 기념하기 위해 Rockstar Games에서는 Grand Theft Auto: Vice City를 모바일 장치로 발매하면서 고해상도 그래픽 향상된 조작 방식 및 다음과 같은 새로운 기능을 추가했습니다.• 아름답게 업데이트된 그래픽 캐릭터 모델링 및 광원 효과• 새롭고 정확해진 맞춤형 사격 및 조준 옵션• 사용자가 원하는 대로 설정할 수 있는 조작 방법• 방대한 캠페인과 얼마든지 오랫동안 즐길 수 있는 게임 플레이• MoGa 무선 게임 컨트롤러 지원 및 USB 게임 패드 선택• Immersion 생동감 효과 지원• 그래픽 설정을 조정해 사용자에게 최적화된 화면 조정 가능지원 언어: 영어 프랑스어 이탈리아어 독일어 스페인어 한국어 러시아어 일본어Grand Theft Auto: Vice City 사용 가능 장치:Android 휴대전화: Motorola Atrix Motorola Atrix HD Motorola Atrix 4G Motorola Photon HTC Rezound HTC One X HTC One X+ Samsung Galaxy Nexus Samsung Galaxy Note Samsung Galaxy Note 2 Samsung Galaxy R Samsung Epic 4G Samsung Galaxy S2 Samsung Galaxy S3 Google Nexus 4 Sony Xperia Play Sony Xperia Sola Sony Xperia S / P / T & TL Sony Walkman Z Series Media PlayerAndroid 태블릿: Acer Iconia Asus Eee Pad Transformer Prime Asus Transformer Pad TF300T Asus Transformer Pad Infinity 700 Motorola Xoom Samsung Galaxy Tab 7.0 / 7.7 / 8.9 & 10.1 Samsung Galaxy Note 10.1 Sony Tablet S Sony Tablet P Sony Xperia Tablet S Toshiba Thrive Toshiba Regza Google Nexus 7 Google Nexus 10 Fujitsu Stylistic 10.1**Grand Theft Auto: Vice City는 해당 장치용으로 개발하고 테스트했습니다. 사용자의 장치가 목록에 없다면 support.rockstargames.com에서 이 목록의 업데이트를 확인하시기 바랍니다.**최적의 성능을 위해 다른 앱을 다운로드하거나 닫았다면 장치를 다시 시작하고 나서 Theft Auto: Vice City를 플레이하십시오.Grand Theft Auto: Vice City를 설치하기 전에 반드시 1.5 GB 이상의 여유 공간을 확보하십시오.Mobile 버전 개발사(War Drum Studios):www.wardrumstudios.com자세한 정보 보기:www.rockstargames.com비디오 보기:www.youtube.com/rockstargames페이스북 및 트위터:www.facebook.com/rockstargameswww.twitter.com/rockstargames	1 000 000 - 5 000 000	NA	2015년 3월 26일	1.4G	4.2
2016-06-28	9	다이스 이즈 캐스트(The Dice is Cast)	1900	Next Stage Inc.	롤플레잉	★ 5000 다운로드 조기 돌파 이벤트 33% 할인 연장! ★- 자동사냥에 질리셨나요?- 직접 컨트롤하는 액션 게임이 하고싶으신가요?- 난이도 있는 전투를 원하시나요?- 그렇다면 콘솔같은 액션 RPG '다이스 이즈 캐스트' 를 만나보세요!▶ 게임소개- 컨트롤 중심의 모바일 액션 RPG자동 사냥은 이제 그만! 이제는 직접 사냥한다!- 언리얼 엔진4로 만들어진 화려한 그래픽언리얼 엔진으로 제작되어 남다른 그래픽 퀄리티를 제공!- 콘솔 스타일의 액션과 조작감조이스틱과 공격 액션 버튼을 조작하여 몬스터들을 물리친다!- 유저가 직접 세팅하는 콤보 스킬 시스템여러가지 액션들을 원하는 대로 장착하고 사용한다!- 다양한 스테이지 구성스테이지를 챕터를 진행 할수록 더 강하고 어려운 몬스터들이 등장!- 레어 아이템을 반드시 획득 할 수 있는 스페셜 스테이지 시스템- 지루하게 플레이 하지 않아도 아이템을 손쉽게 모을 수 있는 탐험포인트 소모 시스템- 주사위로 진행되는 특별한 전투 진행방식- 레이드와 챌린지 모드더 어려워진 보스들이 등장하는 레이드와 다른 유저들과 경쟁하는 챌린지 모드를 경험하세요!▶ 스토리- 기억을 잃은 소년이 동료와 함께 잃어버린 기억을 찾아 떠나는 모험 이야기.- 몬스터들이 가지고 있는 수 많은 기억 속에서 나의 기억을 찾아야한다.▶ 기기 지원- 표준규격 조이패드를 지원합니다.- 최소 안드로이드 버전: 4.4- 최소 해상도: 960 x 640- GPU는 Adreno 330 급 이상을 권장합니다.* 본 게임은 무단도용 불법공유 배포를 절대 금지합니다.위반시 저작권법상 5천만원 이하의 벌금 또는 5년 이하의 처벌을 받게 됩니다.----개발자 연락처 :010-8531-7629	5 000 - 10 000	항목당 가격 ₩1 000 ~ ₩100 000	2016년 6월 21일	93M	4.5
2016-06-28	10	끝판 할배	1000	Oblique Line	롤플레잉	집에서 푹 쉬던 전설의 대마법사 이그니르.그가 빚을 갚기 위해서 다시 싸운다!- 디펜스의 탈을 쓴 무쌍게임!- 할매집 묵은 된장같은 손맛이 느껴지는 전투!- 할배도 1분만에 이해하는 쉬운 업그레이드&전투 시스템!- 치밀하고 짜임새 있으며 절제된 개그코드- Easy - Normal - Hard 3가지의 난이도 제공- Endless Mode 플레이 가능- 마린키우기와 저글링 디펜스를 기억하신다면 지금 바로 다운로드!- 구글 업적 제공- 구글 리더보드 제공- 게임 문의 및 간첩 신고는 obliquelinedev@gmail.com----개발자 연락처 :010-3173-2679	10 000 - 50 000	항목당 가격 ₩1 000 ~ ₩25 000	2016년 6월 2일	55M	4.5
